Institution,Pays,Ville,Description,Programme,Niveau,Duree,Cout,Cout Note,Langue,Filiere
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Chef de Projet Marketing & IA,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Manager en Data Marketing,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Informatique & IA
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,"MSc Communication, Marketing d'Influence & RP",MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,"MSc Communication, Publicité & Stratégie Digitale",MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Business Development & Ingénierie d'Affaires,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Business Development — Trade Marketing & Distribution,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Management de Projet & Ingénierie Commerciale,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,"MSc Management, Conseil & Stratégie",MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Manager des Ressources Humaines,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Manager du Développement Durable & de la Transition Écologique,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Start-Up & Transformation Digitale,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Expert en management immobilier,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Directeur des Établissements de Santé,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Santé & Sciences de la Vie
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,"MSc Digital Supply Chain, Achats & IA",MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Data Management & AI for Business,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Informatique & IA
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Management & Conseil en Transformation Digitale & IA,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Management & Marketing des Industries Agroalimentaires,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Management & Marketing des Industries Pharmaceutiques,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Marketing de la Santé & Innovation,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Santé & Sciences de la Vie
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc QHSE — Management de la Qualité & Gestion de Projet,MSc,2 ans,12 090 – 14 150 €/an,M1: 12 090€ | M2: 14 150€ (FR Standard),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Achats & Supply Chain Management (Bilingual),MSc,2 ans,13 350 – 14 850 €/an,M1: 13 350€ | M2: 14 850€ (Bilingual/Mixed),Bilingue FR/EN,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,"MSc Hospitality Management, Marketing du Tourisme & Expérience Client",MSc,2 ans,13 350 – 14 850 €/an,M1: 13 350€ | M2: 14 850€ (Bilingual/Mixed),Bilingue FR/EN,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Management International,MSc,2 ans,13 350 – 14 850 €/an,M1: 13 350€ | M2: 14 850€ (Bilingual/Mixed),Bilingue FR/EN,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Spirits Marketing & Business Development,MSc,2 ans,13 350 – 17 250 €/an,M1: 13 350€ | M2: 17 250€ (Bilingual/Mixed),Bilingue FR/EN,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Marketing du Luxe et de la Mode & Expérience Client (Premium),MSc,2 ans,13 350 – 17 250 €/an,M1: 13 350€ | M2: 17 250€ (Premium),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MSc Management Commercial & Marketing du Vin (Premium),MSc,2 ans,13 350 – 17 250 €/an,M1: 13 350€ | M2: 17 250€ (Premium),Français,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MScCGE International Business Management (double diplôme),MScCGE,2 ans,10 650 – 11 183 €/an,Comptant 10 650 € | Échelonné 11 183 € — Paris,Anglais,Commerce & Management
INSEEC Grande École,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse · Chambéry · Beaune,Grande école de management — réseau OMNES Education.,MScCGE Sustainable Tourism,MScCGE,2 ans,10 650 – 11 183 €/an,Comptant 10 650 € | Échelonné 11 183 € — Paris,Anglais,Commerce & Management
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,"Bachelor SP1: Communication, Marketing Digital et Création",Bachelor,3 ans,9 050 – 9 250 €/an,Comptant: Paris 9 250€ / Province 9 050€,Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Communication Publicitaire et Stratégie Média,MSc,2 ans,11 490 – 11 690 €/an,Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Expérience de Marque et Événementiel,MSc,2 ans,11 490 – 11 690 €/an,Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Marketing digital et Stratégie Social Média,MSc,2 ans,11 490 – 11 690 €/an,Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR),Français,Commerce & Management
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Production visuelle,MSc,2 ans,11 490 – 11 690 €/an,Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Relations Publics et Influence,MSc,2 ans,11 490 – 11 690 €/an,Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Stratégie Créative et Planning Stratégique,MSc,2 ans,11 490 – 11 690 €/an,Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Stratégie de Contenus et Conception Rédaction,MSc,2 ans,11 490 – 11 690 €/an,Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: E-business et Data marketing,MSc,2 ans,11 490 – 11 690 €/an,"Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR, Paris & Lyon)",Français,Commerce & Management
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Communication et Marketing des Industries Culturelles et Créatives,MSc,2 ans,11 490 – 11 690 €/an,"Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR, Paris & Lyon)",Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Traffic Management et Régie Média,MSc,2 ans,11 490 – 11 690 €/an,"Comptant: Paris 11 690€ / Province 11 490€ — M1 (FR, Paris & Lyon)",Français,Commerce & Management
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Communication du Luxe,MSc,2 ans,11 690 €/an,"Comptant 11 690€ — M1 (FR, Paris uniquement)",Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Brand Experience & Event,MSc,2 ans,11 690 €/an,"Comptant 11 690€ — M1 (EN, Paris)",Anglais,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M1/SP4: Communication and Media Strategy — Luxury,MSc,2 ans,11 690 €/an,"Comptant 11 690€ — M1 (EN, Paris)",Anglais,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Communication Corporate et Relations Publics,MSc,1 an,12 090 – 12 290 €/an,Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Communication et Production Visuelle,MSc,1 an,12 090 – 12 290 €/an,Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Communication et Stratégie Média,MSc,1 an,12 090 – 12 290 €/an,Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Stratégie de Contenu et Brand Culture,MSc,1 an,12 090 – 12 290 €/an,Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Stratégie et Production Événementielle,MSc,1 an,12 090 – 12 290 €/an,Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR),Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Communication des Industries Culturelles et Créatives,MSc,1 an,12 090 €/an,"Comptant 12 090€ — M2 (FR, Lyon)",Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Data Marketing et IA,MSc,1 an,12 090 – 12 290 €/an,"Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR, Paris & Lyon)",Français,Informatique & IA
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Marketing digital et e-commerce,MSc,1 an,12 090 – 12 290 €/an,"Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR, Paris & Lyon)",Français,Commerce & Management
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Planning Stratégique et Stratégie Créative,MSc,1 an,12 090 – 12 290 €/an,"Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR, Paris & Lyon)",Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Stratégie digitale et social média,MSc,1 an,12 090 – 12 290 €/an,"Comptant: Paris 12 290€ / Province 12 090€ — M2 (FR, Paris, Lyon, Rennes)",Français,Commerce & Management
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Communication du Luxe et de la Mode,MSc,1 an,12 290 €/an,"Comptant 12 290€ — M2 (FR, Paris uniquement)",Français,"Design, Médias & Communication"
Sup de Pub,France,Paris · Bordeaux · Lyon · Marseille · Rennes · Toulouse,École de communication et publicité — réseau OMNES Education.,MSc M2/SP5: Creative strategies and strategic planning,MSc,1 an,12 290 €/an,"Comptant 12 290€ — M2 (EN, Paris)",Anglais,"Design, Médias & Communication"
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.","Comptabilité, Finance",Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Communication et Marketing Digital,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Management et Gestion des Entreprises,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Commerce et Marketing,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Gestion des Ressources Humaines,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Management Logistique,Licence,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.","Comptabilité, Contrôle et Audit (CCA)",Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Finance,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.","Actuariat, Banque et Assurance",Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Finance d'Entreprise,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Ingénierie Financière,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Management des Ressources Humaines,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Marketing Stratégique et Marketing Digital,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Supply Chain Management,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Univers de l'Entreprise,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Commerce & Management
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Classes préparatoires intégrées,Prépa,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Ingénierie & Sciences
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Génie Industriel,Ingénieur,5 ans (Bac+5),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Ingénierie & Sciences
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Génie Informatique,Ingénieur,5 ans (Bac+5),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Informatique & IA
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Génie des Systèmes Aéronautiques,Ingénieur,5 ans (Bac+5),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Ingénierie & Sciences
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Génie Biomédical,Ingénieur,5 ans (Bac+5),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Ingénierie & Sciences
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Data Science et Intelligence Artificielle,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Informatique & IA
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Ingénierie de la Cybersécurité,Master,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Informatique & IA
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.","Sciences, Technologie, Ingénierie et Développement Durable",Doctorat,Non précisée,À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Ingénierie & Sciences
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Génie de la Logistique Aéronautique,Licence professionnelle,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Ingénierie & Sciences
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Cybersécurité appliquée,Licence professionnelle,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Informatique & IA
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Cloud Computing et Sécurité,Licence professionnelle,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Informatique & IA
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Développement Logiciel,Licence professionnelle,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Informatique & IA
Université Mundiapolis,Maroc,Casablanca — Roudani · Nouaceur · Casa Anfa,"Université privée reconnue par l'État à Casablanca, membre fondateur d'Honoris United Universities, proposant des formations en business, ingénierie, droit/sciences politiques et santé.",Management des Systèmes d'Information,Licence professionnelle,3 ans (Bac+3),À confirmer,Frais de scolarité non communiqués dans la brochure 2026 — à confirmer auprès de l'université.,Non précisée,Informatique & IA
